Date,Open,High,Low,Close,Adj Close,Volume
2021-06-24,1115.000000,1135.000000,1115.000000,1125.000000,1125.000000,26329000
2021-06-25,1125.000000,1170.000000,1125.000000,1160.000000,1160.000000,46532800
2021-06-28,1170.000000,1215.000000,1140.000000,1205.000000,1205.000000,87607100
2021-06-29,1210.000000,1240.000000,1185.000000,1225.000000,1225.000000,82778600
2021-06-30,1225.000000,1235.000000,1195.000000,1215.000000,1215.000000,49975600
2021-07-01,1215.000000,1215.000000,1180.000000,1195.000000,1195.000000,29042400
2021-07-02,1195.000000,1225.000000,1185.000000,1205.000000,1205.000000,32152900
2021-07-05,1205.000000,1210.000000,1160.000000,1170.000000,1170.000000,35588300
2021-07-06,1165.000000,1170.000000,1150.000000,1155.000000,1155.000000,20610100
2021-07-07,1150.000000,1170.000000,1145.000000,1150.000000,1150.000000,11872800
2021-07-08,1150.000000,1160.000000,1145.000000,1145.000000,1145.000000,14671500
2021-07-09,1125.000000,1160.000000,1125.000000,1155.000000,1155.000000,27926300
2021-07-12,1160.000000,1165.000000,1140.000000,1140.000000,1140.000000,18194700
2021-07-13,1150.000000,1155.000000,1130.000000,1145.000000,1145.000000,15809000
2021-07-14,1140.000000,1145.000000,1110.000000,1115.000000,1115.000000,22440900
2021-07-15,1115.000000,1130.000000,1115.000000,1115.000000,1115.000000,18747400
2021-07-16,1125.000000,1130.000000,1115.000000,1120.000000,1120.000000,13229900
2021-07-19,1120.000000,1125.000000,1110.000000,1110.000000,1110.000000,25014800
2021-07-21,1115.000000,1125.000000,1110.000000,1110.000000,1110.000000,20364500
2021-07-22,1120.000000,1165.000000,1115.000000,1150.000000,1150.000000,40227100
2021-07-23,1160.000000,1165.000000,1130.000000,1130.000000,1130.000000,23530300
2021-07-26,1130.000000,1140.000000,1115.000000,1115.000000,1115.000000,20687000
2021-07-27,1120.000000,1125.000000,1100.000000,1105.000000,1105.000000,27778900
2021-07-28,1105.000000,1110.000000,1090.000000,1090.000000,1090.000000,29176400
2021-07-29,1090.000000,1100.000000,1085.000000,1085.000000,1085.000000,30971100
2021-07-30,1080.000000,1085.000000,1045.000000,1045.000000,1045.000000,60192200
2021-08-02,1045.000000,1055.000000,1040.000000,1050.000000,1050.000000,17294700
2021-08-03,1055.000000,1070.000000,1045.000000,1065.000000,1065.000000,18236300
2021-08-04,1070.000000,1075.000000,1050.000000,1055.000000,1055.000000,18740700
2021-08-05,1055.000000,1065.000000,1050.000000,1060.000000,1060.000000,19023700
2021-08-06,1070.000000,1085.000000,1060.000000,1075.000000,1075.000000,21228800
2021-08-09,1075.000000,1085.000000,1065.000000,1065.000000,1065.000000,34766500
2021-08-10,1060.000000,1065.000000,1045.000000,1050.000000,1050.000000,29058900
2021-08-12,1055.000000,1060.000000,1030.000000,1040.000000,1040.000000,49123100
2021-08-13,1030.000000,1040.000000,1030.000000,1035.000000,1035.000000,29508300
2021-08-16,1035.000000,1045.000000,1020.000000,1025.000000,1025.000000,36799500
2021-08-18,1020.000000,1020.000000,985.000000,990.000000,990.000000,120247700
2021-08-19,985.000000,990.000000,960.000000,965.000000,965.000000,62029200
2021-08-20,960.000000,965.000000,950.000000,955.000000,955.000000,42776400
2021-08-23,960.000000,985.000000,960.000000,975.000000,975.000000,32477000
2021-08-24,980.000000,990.000000,960.000000,960.000000,960.000000,23571400
2021-08-25,960.000000,980.000000,960.000000,975.000000,975.000000,17909300
2021-08-26,975.000000,980.000000,955.000000,960.000000,960.000000,17504300
2021-08-27,960.000000,965.000000,950.000000,950.000000,950.000000,20016900
2021-08-30,955.000000,985.000000,955.000000,980.000000,980.000000,31268700
2021-08-31,980.000000,1015.000000,980.000000,1000.000000,1000.000000,27645900
2021-09-01,1010.000000,1020.000000,1000.000000,1000.000000,1000.000000,39153700
2021-09-02,1005.000000,1010.000000,1000.000000,1000.000000,1000.000000,17815100
2021-09-03,1005.000000,1020.000000,1000.000000,1015.000000,1015.000000,23324700
2021-09-06,1015.000000,1025.000000,1005.000000,1015.000000,1015.000000,24161100
2021-09-07,1015.000000,1065.000000,1015.000000,1045.000000,1045.000000,54190200
2021-09-08,1045.000000,1050.000000,1010.000000,1010.000000,1010.000000,30628500
2021-09-09,1010.000000,1020.000000,1000.000000,1005.000000,1005.000000,19501900
2021-09-10,1010.000000,1015.000000,1000.000000,1005.000000,1005.000000,27208300
2021-09-13,1005.000000,1010.000000,990.000000,995.000000,995.000000,18762000
2021-09-14,1000.000000,1025.000000,1000.000000,1015.000000,1015.000000,20996400
2021-09-15,1015.000000,1020.000000,995.000000,995.000000,995.000000,22574300
2021-09-16,1000.000000,1005.000000,975.000000,975.000000,975.000000,39414300
2021-09-17,975.000000,990.000000,970.000000,970.000000,970.000000,27116300
2021-09-20,970.000000,970.000000,950.000000,955.000000,955.000000,29488500
2021-09-21,955.000000,970.000000,950.000000,970.000000,970.000000,24217900
2021-09-22,970.000000,980.000000,960.000000,975.000000,975.000000,23060000
2021-09-23,980.000000,1000.000000,975.000000,990.000000,990.000000,25336500
2021-09-24,1000.000000,1000.000000,975.000000,975.000000,975.000000,18663200
2021-09-27,975.000000,985.000000,960.000000,970.000000,970.000000,17326700
2021-09-28,970.000000,975.000000,955.000000,975.000000,975.000000,18748500
2021-09-29,965.000000,1015.000000,960.000000,1005.000000,1005.000000,44659400
2021-09-30,1010.000000,1030.000000,1005.000000,1030.000000,1030.000000,37822100
2021-10-01,1020.000000,1025.000000,1005.000000,1020.000000,1020.000000,30530600
2021-10-04,1020.000000,1075.000000,1015.000000,1050.000000,1050.000000,51134700
2021-10-05,1050.000000,1110.000000,1040.000000,1065.000000,1065.000000,90382900
2021-10-06,1075.000000,1110.000000,1065.000000,1075.000000,1075.000000,65011400
2021-10-07,1085.000000,1170.000000,1080.000000,1125.000000,1125.000000,148222800
2021-10-08,1135.000000,1145.000000,1100.000000,1120.000000,1120.000000,43416800
2021-10-11,1120.000000,1130.000000,1100.000000,1100.000000,1100.000000,28288800
2021-10-12,1100.000000,1125.000000,1095.000000,1125.000000,1125.000000,30314900
2021-10-13,1125.000000,1165.000000,1125.000000,1160.000000,1160.000000,59025500
2021-10-14,1160.000000,1195.000000,1135.000000,1145.000000,1145.000000,79854100
2021-10-15,1155.000000,1160.000000,1125.000000,1140.000000,1140.000000,34408900
2021-10-18,1140.000000,1180.000000,1140.000000,1150.000000,1150.000000,56499800
2021-10-19,1150.000000,1165.000000,1120.000000,1130.000000,1130.000000,48123400
2021-10-21,1130.000000,1140.000000,1115.000000,1115.000000,1115.000000,50051800
2021-10-22,1110.000000,1125.000000,1085.000000,1115.000000,1115.000000,33742600
2021-10-25,1120.000000,1125.000000,1090.000000,1100.000000,1100.000000,34672800
2021-10-26,1105.000000,1125.000000,1095.000000,1100.000000,1100.000000,24445900
2021-10-27,1100.000000,1110.000000,1050.000000,1050.000000,1050.000000,69676600
2021-10-28,1050.000000,1070.000000,1030.000000,1040.000000,1040.000000,42785700
2021-10-29,1040.000000,1055.000000,1025.000000,1035.000000,1035.000000,35893800
2021-11-01,1035.000000,1055.000000,1020.000000,1025.000000,1025.000000,39275100
2021-11-02,1030.000000,1035.000000,995.000000,1000.000000,1000.000000,54665100
2021-11-03,1005.000000,1015.000000,995.000000,1000.000000,1000.000000,36941900
2021-11-04,1005.000000,1020.000000,995.000000,1000.000000,1000.000000,34041300
2021-11-05,1000.000000,1010.000000,1000.000000,1005.000000,1005.000000,16915700
2021-11-08,1005.000000,1010.000000,995.000000,1000.000000,1000.000000,22665300
2021-11-09,1000.000000,1010.000000,995.000000,1000.000000,1000.000000,17166000
2021-11-10,1000.000000,1005.000000,995.000000,1000.000000,1000.000000,60708300
2021-11-11,1000.000000,1045.000000,1000.000000,1035.000000,1035.000000,77926700
2021-11-12,1045.000000,1050.000000,1015.000000,1035.000000,1035.000000,28861100
2021-11-15,1030.000000,1040.000000,1020.000000,1030.000000,1030.000000,20922500
2021-11-16,1030.000000,1050.000000,1025.000000,1035.000000,1035.000000,29607300
2021-11-17,1040.000000,1045.000000,1030.000000,1035.000000,1035.000000,10893200
2021-11-18,1035.000000,1040.000000,1020.000000,1025.000000,1025.000000,13735300
2021-11-19,1030.000000,1045.000000,1025.000000,1045.000000,1045.000000,17302400
2021-11-22,1045.000000,1050.000000,1030.000000,1040.000000,1040.000000,16130100
2021-11-23,1040.000000,1065.000000,1040.000000,1045.000000,1045.000000,27453000
2021-11-24,1045.000000,1050.000000,1035.000000,1045.000000,1045.000000,14846500
2021-11-25,1045.000000,1050.000000,1025.000000,1025.000000,1025.000000,12595700
2021-11-26,1025.000000,1025.000000,1000.000000,1010.000000,1010.000000,26727300
2021-11-29,1000.000000,1015.000000,995.000000,1000.000000,1000.000000,27606100
2021-11-30,1000.000000,1015.000000,995.000000,995.000000,995.000000,19492800
2021-12-01,1000.000000,1010.000000,995.000000,995.000000,995.000000,12029700
2021-12-02,1000.000000,1010.000000,980.000000,1005.000000,1005.000000,13559100
2021-12-03,1005.000000,1005.000000,990.000000,995.000000,995.000000,13053100
2021-12-06,995.000000,1010.000000,995.000000,1000.000000,1000.000000,10172100
2021-12-07,1005.000000,1010.000000,995.000000,995.000000,995.000000,10408800
2021-12-08,1000.000000,1005.000000,995.000000,1000.000000,1000.000000,10317900
2021-12-09,1000.000000,1005.000000,995.000000,1000.000000,1000.000000,12794700
2021-12-10,1000.000000,1015.000000,995.000000,1005.000000,1005.000000,14724000
2021-12-13,1005.000000,1025.000000,1005.000000,1020.000000,1020.000000,20342700
2021-12-14,1000.000000,1005.000000,980.000000,995.000000,995.000000,28563800
2021-12-15,990.000000,1000.000000,980.000000,985.000000,985.000000,16336900
2021-12-16,985.000000,990.000000,975.000000,980.000000,980.000000,14524900
2021-12-17,980.000000,985.000000,970.000000,980.000000,980.000000,14488700
2021-12-20,985.000000,985.000000,970.000000,970.000000,970.000000,12407900
2021-12-21,970.000000,980.000000,965.000000,965.000000,965.000000,7771400
2021-12-22,965.000000,985.000000,965.000000,965.000000,965.000000,9931600
2021-12-23,965.000000,975.000000,960.000000,960.000000,960.000000,6036200
2021-12-24,965.000000,975.000000,960.000000,965.000000,965.000000,6319400
2021-12-27,965.000000,980.000000,965.000000,970.000000,970.000000,6951100
2021-12-28,975.000000,990.000000,970.000000,980.000000,980.000000,9048400
2021-12-29,980.000000,990.000000,970.000000,970.000000,970.000000,5832700
2021-12-30,975.000000,980.000000,965.000000,965.000000,965.000000,8065200
